Accession,Organism_Name,Release_Date,Species,Length,Geo_Location,Host,Collection_Date
MH507953.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2008-12-01
MH507957.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2009-09-15
MH507958.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2009-09-30
MH507959.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2009-10-09
MH507960.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2014-08-13
MH507961.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2014-09-23
MH507962.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2014-11-10
MH507964.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2014-11-17
MH507965.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Accipitridae,2014-12-18
MH507966.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus,2014-12-18
MH507967.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-04-16
MH507968.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-04-28
MH507969.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-06-05
MH507970.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-07-02
MH507971.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-07-02
MH507972.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-07-21
MH507973.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Aphelocoma,2015-07-28
MH507974.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-08-07
MH507976.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-08-28
MH507977.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-09-04
MH507978.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-10-06
MH507979.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-10-09
MH507980.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-10-13
MH507981.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2015-10-20
MH507982.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Accipiter striatus,2015-12-16
MH507983.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Buteo lineatus,2015-12-30
MH507986.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2016-04-14
MH507987.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Diego,California",Corvus brachyrhynchos,2016-05-02
MH507783.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Fernando,California",Culex quinquefasciatus,2013-09-10
MH507676.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: San_Marcos,California",Accipiter cooperii,2015-08-14
MH507778.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Sanger,California",Culex stigmatosoma,2012-08-10
MH507687.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Santa_Ysabel,California",Aphelocoma,2017-10-16
MH507626.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Santee,California",Corvus brachyrhynchos,2008-02-06
MH507633.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Santee,California",Corvus brachyrhynchos,2008-08-07
MH507652.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Santee,California",Corvus brachyrhynchos,2013-09-09
MH507654.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Santee,California",Corvus brachyrhynchos,2013-11-07
MH507661.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Santee,California",Corvus brachyrhynchos,2014-10-03
MH507671.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Santee,California",Corvus brachyrhynchos,2015-05-13
MH507699.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Santee,California",Corvus brachyrhynchos,2015-11-10
MH507948.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Santee,California",Corvus brachyrhynchos,2008-02-06
KX547603.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Saratoga Co., NY",Corvus brachyrhynchos,2002-09-20
KX547290.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Schenectady Co., NY",Corvus brachyrhynchos,2007-08-13
KX547469.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Schenectady Co., NY",Sciurus carolinensis,2002-09-19
KX547494.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10784,"USA: Schenectady Co., NY",Corvus brachyrhynchos,2010-09-12
KX547515.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Schenectady Co., NY",Corvus brachyrhynchos,2009-09-02
KX547527.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Schenectady Co., NY",Equus caballus,2002-10-03
KX547535.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Schenectady Co., NY",Cyanocitta cristata,2007-09-06
KX547354.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Schoharie Co., NY",Corvus brachyrhynchos,2003-10-03
KX547521.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Schuyler Co., NY",Corvus brachyrhynchos,2005-08-18
OQ721487.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Scott, Minnesota",,2004-07-08
OQ721530.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Scott, Minnesota",,2005-08-02
KX547271.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Seneca Co., NY",Cyanocitta cristata,2006-08-12
MH507862.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Shafter,California",Parulidae,2009-07-07
MH507898.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Shafter,California",Culex quinquefasciatus,2004-08-12
MH507911.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Shafter,California",Culex quinquefasciatus,2005-07-07
MH507997.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Shafter,California",Culex quinquefasciatus,2009-09-04
MH508011.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Shafter,California",Culex quinquefasciatus,2010-09-02
MH508012.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Shafter,California",Culex quinquefasciatus,2010-09-30
MH508016.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Shafter,California",Culex tarsalis,2011-07-08
OQ721364.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sherburne, Minnesota",,2004-07-13
OQ721562.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sherburne, Minnesota",,2005-08-11
OQ721794.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Sherburne, Minnesota",,2005-08-11
MH507725.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Sierra_Madre,California",Corvus brachyrhynchos,2012-06-06
MH507753.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Simi_Valley,California",Corvus brachyrhynchos,2017-08-28
MH507629.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Solana_Beach,California",Corvus brachyrhynchos,2008-06-11
OQ721193.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Solano, California",,2005-08-03
OQ721366.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Solano, California",Culex pipiens,2005-09-07
MH507801.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: South_Gate,California",Culex quinquefasciatus,2015-05-14
MH507776.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: South_Whittier,California",Culex quinquefasciatus,2012-08-07
OQ721212.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Spokane, Washington",Culex pipiens,2018-08-08
OQ721297.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Spokane, Washington",Corvus,2016-01-01
OQ721344.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Spokane, Washington",Culex pipiens,2018-08-25
OQ721680.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Spokane, Washington",,2016-01-01
OQ721750.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Spokane, Washington",Culex pipiens,2018-08-02
KX547238.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: St. Lawrence Co., NY",Corvus brachyrhynchos,2002-08-21
KX547253.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: St. Lawrence Co., NY",Corvus brachyrhynchos,2004-05-30
KX547418.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10786,"USA: St. Lawrence Co., NY",Aedes sp.,2012-08-16
OQ721289.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: St. Louis, Minnesota",,2002-08-07
OQ721300.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: St. Louis, Minnesota",,2004-07-08
OQ721334.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: St. Louis, Minnesota",,2005-08-09
OQ721720.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: St. Louis, Minnesota",,2004-07-08
OQ721728.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: St. Louis, Minnesota",,2005-07-29
OQ721188.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: St. Tammany, Louisiana",Culex quinquefasciatus,2018-08-13
OQ721458.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: St. Tammany, Louisiana",Culex quinquefasciatus,2017-06-26
OQ721477.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: St. Tammany, Louisiana",Culex quinquefasciatus,2017-07-31
OQ721303.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Stanislaus, California",Culex tarsalis,2017-07-06
OQ721734.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Stanislaus, California",,2005-08-04
OQ721563.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Stearns, Minnesota",,2004-07-19
OQ721585.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Stearns, Minnesota",,2005-09-05
OQ721812.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Stearns, Minnesota",,2005-07-27
OQ721235.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Steele, Minnesota",,2004-06-30
KX547421.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Steuben Co., NY",Corvus brachyrhynchos,2002-08-15
OQ721765.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Stevens, Minnesota",Corvus,2002-08-07
MH507722.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Stockton,California",Aphelocoma californica,2011-07-11
OQ721139.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex pipiens,2016-08-19
OQ721183.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex restuans,2017-09-11
OQ721194.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex restuans,2017-08-21
OQ721202.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex pipiens,2016-08-08
OQ721341.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex salinarius,2017-07-03
OQ721424.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex restuans,2017-07-17
OQ721437.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex restuans,2016-08-19
OQ721444.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex restuans,2017-09-11
OQ721684.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex restuans,2017-08-28
OQ721699.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex restuans,2017-07-31
OQ721701.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex pipiens,2017-07-17
OQ721703.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex pipiens,2016-08-25
OQ721717.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex pipiens,2017-09-18
OQ721778.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex restuans,2017-07-24
OQ721817.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex pipiens,2016-08-25
OQ721821.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex pipiens,2017-07-31
OQ721845.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Story, Iowa",Culex restuans,2016-09-12
OQ721645.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Strafford, New Hampshire",Culiseta melanura,2017-09-19
KX547175.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2008-07-10
KX547178.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culiseta,2003-08-13
KX547199.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2005-07-20
KX547203.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2001-10-04
KX547220.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Coquillettidia,2011-08-18
KX547239.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culiseta,2003-08-20
KX547254.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2013-07-17
KX547265.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Cyanocitta cristata,2009-08-31
KX547272.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2001-08-07
KX547279.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2010-07-08
KX547309.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10784,"USA: Suffolk Co., NY",Corvus brachyrhynchos,2008-08-14
KX547320.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Cyanocitta cristata,2002-09-17
KX547333.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2013-10-09
KX547339.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Cyanocitta cristata,2007-09-11
KX547353.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2000-07-11
KX547357.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2007-08-07
KX547361.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2010-08-12
KX547365.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Cyanocitta cristata,2008-07-30
KX547372.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Corvus brachyrhynchos,2009-08-13
KX547378.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2002-09-11
KX547379.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10788,"USA: Suffolk Co., NY",Culex,2004-09-28
KX547388.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10786,"USA: Suffolk Co., NY",Culex,2010-08-26
KX547389.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culiseta,2012-09-07
KX547393.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2002-08-06
KX547394.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Coquillettidia,2006-08-01
KX547395.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2000-08-31
KX547399.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2007-09-06
KX547401.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2008-09-16
KX547407.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Cyanocitta cristata,2009-08-27
KX547420.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Cyanocitta cristata,2006-07-28
KX547425.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Cyanocitta cristata,2009-09-09
KX547432.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Coquillettidia,2006-08-10
KX547437.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2003-07-29
KX547440.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Corvus brachyrhynchos,2008-08-19
KX547441.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10583,"USA: Suffolk Co., NY",Passer domesticus,2005-08-16
KX547445.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10786,"USA: Suffolk Co., NY",Culex,2014-09-17
KX547447.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Corvus brachyrhynchos,2007-08-08
KX547449.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2011-07-06
KX547453.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Turdus migratorius,2008-07-29
KX547454.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2004-08-03
KX547458.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Cyanocitta cristata,2003-09-22
KX547461.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Cardinalis cardinalis,2005-08-08
KX547463.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2009-08-25
KX547466.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Culex,2003-08-19
KX547476.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Suffolk Co., NY",Cyanocitta cristata,2008-08-07
